"id";"ALUMNOS";"ESPANOL";"MATEMATICAS";"INGLES";"CIENCIAS_NATURALES";"HISTORIA";"EDUCACION_FISICA";"ARTES";"TECNOLOGIA";"NUM_FALTAS";"PARTICIPACIONES";"RENDIMIENTO"
1322;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1323;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1324;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1325;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1326;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1327;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1328;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1329;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1330;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1331;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1332;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1333;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1334;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1335;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1336;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1337;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1338;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1339;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1340;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1341;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1342;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1343;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1344;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1345;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1346;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1347;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1348;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1349;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1350;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1351;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1352;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1353;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1354;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1355;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1356;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1357;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1358;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1359;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1360;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1361;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1362;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1363;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1364;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1365;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1366;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1367;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1368;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1369;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1370;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1371;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1372;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1373;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1374;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1375;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1376;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1377;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1378;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1379;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1380;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1381;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1382;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1383;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1384;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1385;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1386;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1387;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1388;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1389;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1390;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1391;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1392;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1393;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1394;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1395;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1396;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1397;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1398;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1399;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1400;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1401;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1402;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1403;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1404;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1405;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1406;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1407;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1408;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1409;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1410;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1411;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1412;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1413;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1414;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1415;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1416;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1417;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1418;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1419;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1420;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1421;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1422;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1423;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1424;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1425;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1426;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1427;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1428;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1429;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1430;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1431;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1432;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1433;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1434;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1435;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1436;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1437;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1438;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1439;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1440;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1441;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1442;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1443;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1444;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1445;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1446;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1447;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1448;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1449;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1450;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1451;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1452;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1453;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1454;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1455;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1456;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1457;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1458;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1459;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1460;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1461;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1462;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1463;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1464;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1465;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1466;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1467;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1468;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1469;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1470;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1471;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1472;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1473;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1474;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1475;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1476;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1477;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1478;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1479;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1480;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1481;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1482;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1483;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1484;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1485;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1486;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1487;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1488;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1489;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1490;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1491;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1492;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1493;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1494;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1495;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1496;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1497;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1498;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1499;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1500;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1501;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1502;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1503;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1504;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1505;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1506;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1507;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1508;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1509;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1510;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1511;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1512;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1513;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1514;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1515;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1516;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1517;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1518;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1519;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1520;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1521;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1522;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1523;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1524;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1525;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1526;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1527;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1528;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1529;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1530;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1531;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1532;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1533;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1534;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1535;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1536;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1537;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1538;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1539;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
